stencil,n_classes,g_min_h,n,ell,beta,eps,rho_t,required_gap_h,bodies_per_leaf,required_bodies_per_leaf,compliant,n_classes_required,reg_pairs_per_target,direct_pairs_per_target,f_regularized,speedup_q15,speedup_q25,n_classes_production,direct_pairs_production,f_production,speedup_production_q15,speedup_production_q25
classic_|o|inf<=1,27,1.0000,100000,3,2.5,1e-04,5.303,2.2849,195.3,2330.0,0,251,9759.9,49023.4,0.1991,1.364,1.925,251,49023.4,0.1991,1.364,1.925
classic_|o|inf<=1,27,1.0000,100000,4,2.5,1e-04,5.303,4.5699,24.4,2330.0,0,919,9759.9,22436.5,0.4350,1.232,1.513,919,22436.5,0.4350,1.232,1.513
classic_|o|inf<=1,27,1.0000,100000,5,2.5,1e-04,5.303,9.1398,3.1,2330.0,0,4993,9759.9,15237.4,0.6405,1.136,1.275,4993,15237.4,0.6405,1.136,1.275
classic_|o|inf<=1,27,1.0000,100000,6,2.5,1e-04,5.303,18.2795,0.4,2330.0,0,32423,9759.9,12368.4,0.7891,1.076,1.145,32423,12368.4,0.7891,1.076,1.145
classic_|o|inf<=1,27,1.0000,1000000,0,2.5,1e-04,5.303,0.1326,1000000.0,2330.0,1,27,9759.9,27000000.0,0.0004,1.500,2.499,27,27000000.0,0.0004,1.500,2.499
classic_|o|inf<=1,27,1.0000,1000000,1,2.5,1e-04,5.303,0.2651,125000.0,2330.0,1,27,9759.9,3375000.0,0.0029,1.498,2.489,27,3375000.0,0.0029,1.498,2.489
classic_|o|inf<=1,27,1.0000,1000000,2,2.5,1e-04,5.303,0.5303,15625.0,2330.0,1,27,9759.9,421875.0,0.0231,1.483,2.416,27,421875.0,0.0231,1.483,2.416
classic_|o|inf<=1,27,1.0000,1000000,3,2.5,1e-04,5.303,1.0606,1953.1,2330.0,0,81,9759.9,158203.1,0.0617,1.455,2.288,81,158203.1,0.0617,1.455,2.288
classic_|o|inf<=1,27,1.0000,1000000,4,2.5,1e-04,5.303,2.1212,244.1,2330.0,0,179,9759.9,43701.2,0.2233,1.349,1.873,179,43701.2,0.2233,1.349,1.873
classic_|o|inf<=1,27,1.0000,1000000,5,2.5,1e-04,5.303,4.2423,30.5,2330.0,0,763,9759.9,23284.9,0.4192,1.240,1.535,763,23284.9,0.4192,1.240,1.535
classic_|o|inf<=1,27,1.0000,1000000,6,2.5,1e-04,5.303,8.4846,3.8,2330.0,0,4055,9759.9,15468.6,0.6309,1.140,1.284,4055,15468.6,0.6309,1.140,1.284
classic_|o|inf<=1,27,1.0000,1000,0,1.5,1e-06,6.182,0.9273,1000.0,797.3,1,27,3339.6,27000.0,0.1237,1.413,2.109,27,27000.0,0.1237,1.413,2.109
classic_|o|inf<=1,27,1.0000,1000,1,1.5,1e-06,6.182,1.8545,125.0,797.3,0,125,3339.6,15625.0,0.2137,1.355,1.893,125,15625.0,0.2137,1.355,1.893
classic_|o|inf<=1,27,1.0000,1000,2,1.5,1e-06,6.182,3.7090,15.6,797.3,0,565,3339.6,8828.1,0.3783,1.261,1.595,565,8828.1,0.3783,1.261,1.595
classic_|o|inf<=1,27,1.0000,1000,3,1.5,1e-06,6.182,7.4181,2.0,797.3,0,2993,3339.6,5845.7,0.5713,1.167,1.346,2993,5845.7,0.5713,1.167,1.346
classic_|o|inf<=1,27,1.0000,1000,4,1.5,1e-06,6.182,14.8361,0.2,797.3,0,18055,3339.6,4408.0,0.7576,1.088,1.170,18055,4408.0,0.7576,1.088,1.170
classic_|o|inf<=1,27,1.0000,1000,5,1.5,1e-06,6.182,29.6722,0.0,797.3,0,126385,3339.6,3857.0,0.8659,1.047,1.088,126385,3857.0,0.8659,1.047,1.088
classic_|o|inf<=1,27,1.0000,1000,6,1.5,1e-06,6.182,59.3444,0.0,797.3,0,942977,3339.6,3597.2,0.9284,1.024,1.045,942977,3597.2,0.9284,1.024,1.045
classic_|o|inf<=1,27,1.0000,10000,0,1.5,1e-06,6.182,0.4304,10000.0,797.3,1,27,3339.6,270000.0,0.0124,1.491,2.454,27,270000.0,0.0124,1.491,2.454
classic_|o|inf<=1,27,1.0000,10000,1,1.5,1e-06,6.182,0.8608,1250.0,797.3,1,27,3339.6,33750.0,0.0989,1.429,2.177,27,33750.0,0.0989,1.429,2.177
classic_|o|inf<=1,27,1.0000,10000,2,1.5,1e-06,6.182,1.7216,156.2,797.3,0,117,3339.6,18281.2,0.1827,1.374,1.962,117,18281.2,0.1827,1.374,1.962
classic_|o|inf<=1,27,1.0000,10000,3,1.5,1e-06,6.182,3.4432,19.5,797.3,0,485,3339.6,9472.7,0.3525,1.275,1.635,485,9472.7,0.3525,1.275,1.635
classic_|o|inf<=1,27,1.0000,10000,4,1.5,1e-06,6.182,6.8863,2.4,797.3,0,2391,3339.6,5837.4,0.5721,1.166,1.345,2391,5837.4,0.5721,1.166,1.345
classic_|o|inf<=1,27,1.0000,10000,5,1.5,1e-06,6.182,13.7726,0.3,797.3,0,14909,3339.6,4549.9,0.7340,1.097,1.190,14909,4549.9,0.7340,1.097,1.190
classic_|o|inf<=1,27,1.0000,10000,6,1.5,1e-06,6.182,27.5453,0.0,797.3,0,102633,3339.6,3915.1,0.8530,1.052,1.097,102633,3915.1,0.8530,1.052,1.097
classic_|o|inf<=1,27,1.0000,100000,0,1.5,1e-06,6.182,0.1998,100000.0,797.3,1,27,3339.6,2700000.0,0.0012,1.499,2.495,27,2700000.0,0.0012,1.499,2.495
classic_|o|inf<=1,27,1.0000,100000,1,1.5,1e-06,6.182,0.3995,12500.0,797.3,1,27,3339.6,337500.0,0.0099,1.493,2.463,27,337500.0,0.0099,1.493,2.463
classic_|o|inf<=1,27,1.0000,100000,2,1.5,1e-06,6.182,0.7991,1562.5,797.3,1,27,3339.6,42187.5,0.0792,1.443,2.235,27,42187.5,0.0792,1.443,2.235
classic_|o|inf<=1,27,1.0000,100000,3,1.5,1e-06,6.182,1.5982,195.3,797.3,0,117,3339.6,22851.6,0.1461,1.398,2.051,117,22851.6,0.1461,1.398,2.051
classic_|o|inf<=1,27,1.0000,100000,4,1.5,1e-06,6.182,3.1963,24.4,797.3,0,461,3339.6,11254.9,0.2967,1.306,1.730,461,11254.9,0.2967,1.306,1.730
classic_|o|inf<=1,27,1.0000,100000,5,1.5,1e-06,6.182,6.3927,3.1,797.3,0,1983,3339.6,6051.6,0.5518,1.176,1.368,1983,6051.6,0.5518,1.176,1.368
classic_|o|inf<=1,27,1.0000,100000,6,1.5,1e-06,6.182,12.7854,0.4,797.3,0,12095,3339.6,4613.9,0.7238,1.101,1.199,12095,4613.9,0.7238,1.101,1.199
classic_|o|inf<=1,27,1.0000,1000000,0,1.5,1e-06,6.182,0.0927,1000000.0,797.3,1,27,3339.6,27000000.0,0.0001,1.500,2.500,27,27000000.0,0.0001,1.500,2.500
classic_|o|inf<=1,27,1.0000,1000000,1,1.5,1e-06,6.182,0.1855,125000.0,797.3,1,27,3339.6,3375000.0,0.0010,1.499,2.496,27,3375000.0,0.0010,1.499,2.496
classic_|o|inf<=1,27,1.0000,1000000,2,1.5,1e-06,6.182,0.3709,15625.0,797.3,1,27,3339.6,421875.0,0.0079,1.494,2.471,27,421875.0,0.0079,1.494,2.471
classic_|o|inf<=1,27,1.0000,1000000,3,1.5,1e-06,6.182,0.7418,1953.1,797.3,1,27,3339.6,52734.4,0.0633,1.454,2.283,27,52734.4,0.0633,1.454,2.283
classic_|o|inf<=1,27,1.0000,1000000,4,1.5,1e-06,6.182,1.4836,244.1,797.3,0,117,3339.6,28564.5,0.1169,1.417,2.127,117,28564.5,0.1169,1.417,2.127
classic_|o|inf<=1,27,1.0000,1000000,5,1.5,1e-06,6.182,2.9672,30.5,797.3,0,311,3339.6,9491.0,0.3519,1.276,1.636,311,9491.0,0.3519,1.276,1.636
classic_|o|inf<=1,27,1.0000,1000000,6,1.5,1e-06,6.182,5.9344,3.8,797.3,0,1689,3339.6,6443.0,0.5183,1.191,1.406,1689,6443.0,0.5183,1.191,1.406
classic_|o|inf<=1,27,1.0000,1000,0,2.0,1e-06,6.182,1.2363,1000.0,1889.8,0,81,7916.0,81000.0,0.0977,1.430,2.180,81,81000.0,0.0977,1.430,2.180
classic_|o|inf<=1,27,1.0000,1000,1,2.0,1e-06,6.182,2.4727,125.0,1889.8,0,275,7916.0,34375.0,0.2303,1.345,1.858,275,34375.0,0.2303,1.345,1.858
classic_|o|inf<=1,27,1.0000,1000,2,2.0,1e-06,6.182,4.9454,15.6,1889.8,0,1015,7916.0,15859.4,0.4991,1.200,1.430,1015,15859.4,0.4991,1.200,1.430
classic_|o|inf<=1,27,1.0000,1000,3,2.0,1e-06,6.182,9.8907,2.0,1889.8,0,6001,7916.0,11720.7,0.6754,1.121,1.242,6001,11720.7,0.6754,1.121,1.242
classic_|o|inf<=1,27,1.0000,1000,4,2.0,1e-06,6.182,19.7815,0.2,1889.8,0,40249,7916.0,9826.4,0.8056,1.069,1.132,40249,9826.4,0.8056,1.069,1.132
classic_|o|inf<=1,27,1.0000,1000,5,2.0,1e-06,6.182,39.5630,0.0,1889.8,0,289817,7916.0,8844.5,0.8950,1.036,1.067,289817,8844.5,0.8950,1.036,1.067
classic_|o|inf<=1,27,1.0000,1000,6,2.0,1e-06,6.182,79.1259,0.0,1889.8,0,2194305,7916.0,8370.6,0.9457,1.018,1.034,2194305,8370.6,0.9457,1.018,1.034
classic_|o|inf<=1,27,1.0000,10000,0,2.0,1e-06,6.182,0.5739,10000.0,1889.8,1,27,7916.0,270000.0,0.0293,1.478,2.395,27,270000.0,0.0293,1.478,2.395
classic_|o|inf<=1,27,1.0000,10000,1,2.0,1e-06,6.182,1.1477,1250.0,1889.8,0,81,7916.0,101250.0,0.0782,1.444,2.238,81,101250.0,0.0782,1.444,2.238
classic_|o|inf<=1,27,1.0000,10000,2,2.0,1e-06,6.182,2.2954,156.2,1889.8,0,251,7916.0,39218.8,0.2018,1.362,1.919,251,39218.8,0.2018,1.362,1.919
classic_|o|inf<=1,27,1.0000,10000,3,2.0,1e-06,6.182,4.5909,19.5,1889.8,0,967,7916.0,18886.7,0.4191,1.240,1.535,967,18886.7,0.4191,1.240,1.535
classic_|o|inf<=1,27,1.0000,10000,4,2.0,1e-06,6.182,9.1818,2.4,1889.8,0,5041,7916.0,12307.1,0.6432,1.135,1.272,5041,12307.1,0.6432,1.135,1.272
classic_|o|inf<=1,27,1.0000,10000,5,2.0,1e-06,6.182,18.3635,0.3,1889.8,0,32615,7916.0,9953.3,0.7953,1.073,1.140,32615,9953.3,0.7953,1.073,1.140
classic_|o|inf<=1,27,1.0000,10000,6,2.0,1e-06,6.182,36.7270,0.0,1889.8,0,233319,7916.0,8900.4,0.8894,1.038,1.071,233319,8900.4,0.8894,1.038,1.071
classic_|o|inf<=1,27,1.0000,100000,0,2.0,1e-06,6.182,0.2664,100000.0,1889.8,1,27,7916.0,2700000.0,0.0029,1.498,2.489,27,2700000.0,0.0029,1.498,2.489
classic_|o|inf<=1,27,1.0000,100000,1,2.0,1e-06,6.182,0.5327,12500.0,1889.8,1,27,7916.0,337500.0,0.0235,1.483,2.415,27,337500.0,0.0235,1.483,2.415
classic_|o|inf<=1,27,1.0000,100000,2,2.0,1e-06,6.182,1.0654,1562.5,1889.8,0,81,7916.0,126562.5,0.0625,1.455,2.286,81,126562.5,0.0625,1.455,2.286
classic_|o|inf<=1,27,1.0000,100000,3,2.0,1e-06,6.182,2.1309,195.3,1889.8,0,179,7916.0,34960.9,0.2264,1.347,1.866,179,34960.9,0.2264,1.347,1.866
classic_|o|inf<=1,27,1.0000,100000,4,2.0,1e-06,6.182,4.2618,24.4,1889.8,0,823,7916.0,20092.8,0.3940,1.253,1.571,823,20092.8,0.3940,1.253,1.571
classic_|o|inf<=1,27,1.0000,100000,5,2.0,1e-06,6.182,8.5236,3.1,1889.8,0,4115,7916.0,12558.0,0.6304,1.141,1.285,4115,12558.0,0.6304,1.141,1.285
classic_|o|inf<=1,27,1.0000,100000,6,2.0,1e-06,6.182,17.0472,0.4,1889.8,0,26649,7916.0,10165.8,0.7787,1.080,1.153,26649,10165.8,0.7787,1.080,1.153
classic_|o|inf<=1,27,1.0000,1000000,0,2.0,1e-06,6.182,0.1236,1000000.0,1889.8,1,27,7916.0,27000000.0,0.0003,1.500,2.499,27,27000000.0,0.0003,1.500,2.499
classic_|o|inf<=1,27,1.0000,1000000,1,2.0,1e-06,6.182,0.2473,125000.0,1889.8,1,27,7916.0,3375000.0,0.0023,1.498,2.491,27,3375000.0,0.0023,1.498,2.491
classic_|o|inf<=1,27,1.0000,1000000,2,2.0,1e-06,6.182,0.4945,15625.0,1889.8,1,27,7916.0,421875.0,0.0188,1.486,2.432,27,421875.0,0.0188,1.486,2.432
classic_|o|inf<=1,27,1.0000,1000000,3,2.0,1e-06,6.182,0.9891,1953.1,1889.8,1,27,7916.0,52734.4,0.1501,1.395,2.041,27,52734.4,0.1501,1.395,2.041
classic_|o|inf<=1,27,1.0000,1000000,4,2.0,1e-06,6.182,1.9781,244.1,1889.8,0,125,7916.0,30517.6,0.2594,1.328,1.800,125,30517.6,0.2594,1.328,1.800
classic_|o|inf<=1,27,1.0000,1000000,5,2.0,1e-06,6.182,3.9563,30.5,1889.8,0,613,7916.0,18707.3,0.4232,1.238,1.529,613,18707.3,0.4232,1.238,1.529
classic_|o|inf<=1,27,1.0000,1000000,6,2.0,1e-06,6.182,7.9126,3.8,1889.8,0,3449,7916.0,13156.9,0.6017,1.153,1.314,3449,13156.9,0.6017,1.153,1.314
classic_|o|inf<=1,27,1.0000,1000,0,2.5,1e-06,6.182,1.5454,1000.0,3691.0,0,117,15460.9,117000.0,0.1321,1.407,2.086,117,117000.0,0.1321,1.407,2.086
classic_|o|inf<=1,27,1.0000,1000,1,2.5,1e-06,6.182,3.0909,125.0,3691.0,0,389,15460.9,48625.0,0.3180,1.294,1.693,389,48625.0,0.3180,1.294,1.693
classic_|o|inf<=1,27,1.0000,1000,2,2.5,1e-06,6.182,6.1817,15.6,3691.0,0,1911,15460.9,29859.4,0.5178,1.192,1.407,1911,29859.4,0.5178,1.192,1.407
classic_|o|inf<=1,27,1.0000,1000,3,2.5,1e-06,6.182,12.3634,2.0,3691.0,0,11075,15460.9,21630.9,0.7148,1.105,1.206,11075,21630.9,0.7148,1.105,1.206
classic_|o|inf<=1,27,1.0000,1000,4,2.5,1e-06,6.182,24.7269,0.2,3691.0,0,75415,15460.9,18411.9,0.8397,1.056,1.106,75415,18411.9,0.8397,1.056,1.106
classic_|o|inf<=1,27,1.0000,1000,5,2.5,1e-06,6.182,49.4537,0.0,3691.0,0,553961,15460.9,16905.5,0.9145,1.029,1.054,553961,16905.5,0.9145,1.029,1.054
classic_|o|inf<=1,27,1.0000,1000,6,2.5,1e-06,6.182,98.9074,0.0,3691.0,0,4239579,15460.9,16172.7,0.9560,1.015,1.027,4239579,16172.7,0.9560,1.015,1.027
classic_|o|inf<=1,27,1.0000,10000,0,2.5,1e-06,6.182,0.7173,10000.0,3691.0,1,27,15460.9,270000.0,0.0573,1.458,2.302,27,270000.0,0.0573,1.458,2.302
classic_|o|inf<=1,27,1.0000,10000,1,2.5,1e-06,6.182,1.4346,1250.0,3691.0,0,117,15460.9,146250.0,0.1057,1.425,2.158,117,146250.0,0.1057,1.425,2.158
classic_|o|inf<=1,27,1.0000,10000,2,2.5,1e-06,6.182,2.8693,156.2,3691.0,0,311,15460.9,48593.8,0.3182,1.294,1.692,311,48593.8,0.3182,1.294,1.692
classic_|o|inf<=1,27,1.0000,10000,3,2.5,1e-06,6.182,5.7386,19.5,3691.0,0,1497,15460.9,29238.3,0.5288,1.186,1.394,1497,29238.3,0.5288,1.186,1.394
classic_|o|inf<=1,27,1.0000,10000,4,2.5,1e-06,6.182,11.4772,2.4,3691.0,0,9165,15460.9,22375.5,0.6910,1.115,1.228,9165,22375.5,0.6910,1.115,1.228
classic_|o|inf<=1,27,1.0000,10000,5,2.5,1e-06,6.182,22.9544,0.3,3691.0,0,61127,15460.9,18654.5,0.8288,1.061,1.114,61127,18654.5,0.8288,1.061,1.114
classic_|o|inf<=1,27,1.0000,10000,6,2.5,1e-06,6.182,45.9088,0.0,3691.0,0,446257,15460.9,17023.4,0.9082,1.032,1.058,446257,17023.4,0.9082,1.032,1.058
classic_|o|inf<=1,27,1.0000,100000,0,2.5,1e-06,6.182,0.3330,100000.0,3691.0,1,27,15460.9,2700000.0,0.0057,1.496,2.479,27,2700000.0,0.0057,1.496,2.479
classic_|o|inf<=1,27,1.0000,100000,1,2.5,1e-06,6.182,0.6659,12500.0,3691.0,1,27,15460.9,337500.0,0.0458,1.466,2.339,27,337500.0,0.0458,1.466,2.339
classic_|o|inf<=1,27,1.0000,100000,2,2.5,1e-06,6.182,1.3318,1562.5,3691.0,0,81,15460.9,126562.5,0.1222,1.414,2.113,81,126562.5,0.1222,1.414,2.113
classic_|o|inf<=1,27,1.0000,100000,3,2.5,1e-06,6.182,2.6636,195.3,3691.0,0,275,15460.9,53710.9,0.2879,1.311,1.746,275,53710.9,0.2879,1.311,1.746
classic_|o|inf<=1,27,1.0000,100000,4,2.5,1e-06,6.182,5.3272,24.4,3691.0,0,1293,15460.9,31567.4,0.4898,1.205,1.441,1293,31567.4,0.4898,1.205,1.441
classic_|o|inf<=1,27,1.0000,100000,5,2.5,1e-06,6.182,10.6545,3.1,3691.0,0,7443,15460.9,22714.2,0.6807,1.119,1.237,7443,22714.2,0.6807,1.119,1.237
classic_|o|inf<=1,27,1.0000,100000,6,2.5,1e-06,6.182,21.3090,0.4,3691.0,0,49773,15460.9,18986.9,0.8143,1.066,1.125,49773,18986.9,0.8143,1.066,1.125
classic_|o|inf<=1,27,1.0000,1000000,0,2.5,1e-06,6.182,0.1545,1000000.0,3691.0,1,27,15460.9,27000000.0,0.0006,1.500,2.498,27,27000000.0,0.0006,1.500,2.498
classic_|o|inf<=1,27,1.0000,1000000,1,2.5,1e-06,6.182,0.3091,125000.0,3691.0,1,27,15460.9,3375000.0,0.0046,1.497,2.483,27,3375000.0,0.0046,1.497,2.483
classic_|o|inf<=1,27,1.0000,1000000,2,2.5,1e-06,6.182,0.6182,15625.0,3691.0,1,27,15460.9,421875.0,0.0366,1.473,2.370,27,421875.0,0.0366,1.473,2.370
classic_|o|inf<=1,27,1.0000,1000000,3,2.5,1e-06,6.182,1.2363,1953.1,3691.0,0,81,15460.9,158203.1,0.0977,1.430,2.180,81,158203.1,0.0977,1.430,2.180
classic_|o|inf<=1,27,1.0000,1000000,4,2.5,1e-06,6.182,2.4727,244.1,3691.0,0,275,15460.9,67138.7,0.2303,1.345,1.858,275,67138.7,0.2303,1.345,1.858
classic_|o|inf<=1,27,1.0000,1000000,5,2.5,1e-06,6.182,4.9454,30.5,3691.0,0,1015,15460.9,30975.3,0.4991,1.200,1.430,1015,30975.3,0.4991,1.200,1.430
classic_|o|inf<=1,27,1.0000,1000000,6,2.5,1e-06,6.182,9.8907,3.8,3691.0,0,6001,15460.9,22892.0,0.6754,1.121,1.242,6001,22892.0,0.6754,1.121,1.242
